AS_events	E2F Targets	G2M Checkpoint	Mitotic Spindle	Oxidative Phosphorylation	Myc Targets V2	Mtorc1 Signaling	DNA Repair	Estrogen Response Late	Androgen Response	Glycolysis	Unfolded Protein Response	Myogenesis	Adipogenesis	Myc Targets V1	Hedgehog Signaling	Spermatogenesis	Estrogen Response Early	Heme Metabolism	Coagulation	UV Response Dn	Interferon Alpha Response	Hypoxia	Apical Junction	Bile Acid Metabolism	Apoptosis	Complement	Protein Secretion	UV Response Up	KRAS Signaling Up	Notch Signaling	Epithelial Mesenchymal Transition	Angiogenesis	TGB Beta Signaling	KRAS Signaling Dn	Xenobiotic Metabolism	P53 Pathway	Inflammatory Response	Wnt Beta Catenin Signaling	Allograft Rejection	Peroxisome	TNFa Signaling Via NFkB	Fatty Acid Metabolism	Pancreas Beta Cells	Apical Surface	IL6 JAK STAT3 Signaling	Interferon Gamma Response	IL2 STAT5 Signaling	PI3K AKT mTOR Signaling	Reactive Oxigen Species Pathway	Cholesterol Homeostasis
PTPMT1_chr11_+_47591251_47591443_47587538_47593022	NaN	NaN	NaN	0.47595549	NaN	NaN	NaN	0.39964122	0.39726291	NaN	NaN	NaN	0.320328038	NaN	NaN	NaN	0.312861452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.301551122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DNM1_chr9_+_131010202_131010214_131009765_131010861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.357442572	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.311044176	NaN	NaN	NaN	NaN	0.365383024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.302971231	NaN	NaN	NaN
ERMARD_chr6_+_170153382_170153468_170151759_170153959	NaN	NaN	NaN	-0.35405667	NaN	NaN	-0.315509504	-0.302109278	NaN	NaN	-0.330962714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TBRG4_chr7_-_45143697_45143855_45143042_45144136	0.489057894	0.511682768	0.487174825	NaN	0.407895459	0.457916687	0.350023103	NaN	NaN	0.305403124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ELMOD3_chr2_+_85614220_85614348_85604597_85616873	NaN	NaN	NaN	-0.363240559	NaN	NaN	NaN	-0.368702618	NaN	NaN	-0.361974838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RAN_chr12_+_131357128_131357162_131356671_131357380	NaN	NaN	NaN	0.514619654	NaN	NaN	NaN	0.354346443	0.411122765	NaN	NaN	NaN	NaN	NaN	NaN	-0.472442216	NaN	NaN	-0.384806582	NaN	NaN	NaN	NaN	-0.328289015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.360289858	NaN	NaN	-0.346923689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BTBD1_chr15_-_83697367_83697480_83689514_83698887	-0.31050352	-0.31596528	-0.313359466	NaN	NaN	-0.324225899	-0.33518213	NaN	NaN	-0.304504221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TSNAX_chr1_+_231699210_231699375_231697001_231700273	-0.406238235	-0.43232292	-0.378645458	NaN	-0.448844711	-0.436684121	-0.466034743	-0.348612233	-0.331013415	-0.329560207	-0.376815916	NaN	NaN	-0.311645303	-0.363853903	NaN	NaN	NaN	NaN	NaN	-0.300727061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GLT8D1_chr3_-_52738739_52738964_52731950_52739462	NaN	NaN	NaN	0.341662863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.343037354	NaN	-0.375347712	-0.312010534	NaN	NaN	NaN	NaN	-0.306508385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FKRP_chr19_+_47251771_47251974_47251345_47258668	NaN	NaN	NaN	0.313578284	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.426102155	NaN	NaN	NaN	-0.331858434	NaN	NaN	-0.303673324	NaN	NaN	-0.338081231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.371534583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
EBPL_chr13_-_50243912_50243982_50237331_50265389	NaN	0.319415932	NaN	NaN	0.311496484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SLC35B3_chr6_-_8422702_8422857_8421061_8428169	NaN	NaN	NaN	0.339612677	NaN	NaN	NaN	0.303220151	0.390574294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZBTB1_chr14_+_64983317_64983469_64971664_64988204	-0.368428234	-0.381765965	-0.368661105	NaN	-0.317298541	-0.447657789	-0.428758757	NaN	NaN	-0.374950876	-0.338335826	NaN	NaN	NaN	-0.312805882	NaN	NaN	NaN	NaN	NaN	-0.31733694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.301304551	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GOLGB1_chr3_-_121387160_121387355_121387005_121388058	NaN	NaN	NaN	-0.438009213	NaN	NaN	NaN	-0.462869385	-0.407811807	NaN	-0.35025272	NaN	NaN	NaN	NaN	NaN	-0.34591687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.30663688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NADSYN1_chr11_+_71187078_71188484_71185572_71189440	NaN	NaN	NaN	-0.523506633	-0.32920755	NaN	-0.434676093	-0.486275545	-0.476978804	NaN	-0.452444707	NaN	-0.365328052	NaN	-0.348158069	NaN	-0.388121656	NaN	NaN	NaN	-0.347355202	NaN	NaN	NaN	-0.342510673	NaN	-0.388995834	-0.333502847	-0.312983845	NaN	NaN	NaN	-0.362808072	NaN	NaN	-0.338441587	NaN	NaN	NaN	-0.332744792	NaN	-0.33209289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RMDN1_chr8_-_87497100_87497190_87492561_87498712	-0.459192461	-0.432643511	-0.427004326	NaN	NaN	-0.388286087	NaN	NaN	NaN	NaN	NaN	NaN	0.327591065	-0.324163076	NaN	NaN	NaN	NaN	-0.318584556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RHOT1_chr17_+_30536368_30536464_30535328_30538134	0.381304984	0.386494195	0.381166345	NaN	NaN	0.300767799	NaN	NaN	NaN	NaN	NaN	-0.30070643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NDRG2_chr14_-_21492134_21492255_21491480_21493187	NaN	NaN	NaN	0.326610175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.517163894	NaN	NaN	-0.365535831	NaN	NaN	NaN	NaN	-0.43075303	NaN	-0.343118921	NaN	NaN	NaN	NaN	NaN	-0.324072296	NaN	-0.347363893	-0.320973615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NEK1_chr4_-_170476870_170477002_170459062_170477082	-0.312560122	-0.302711194	-0.343173083	NaN	NaN	-0.319394068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SPPL2A_chr15_-_51018269_51018323_51017520_51018517	NaN	NaN	-0.342784738	NaN	NaN	-0.317637117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
THRAP3_chr1_+_36724982_36725085_36690106_36748133	-0.318805611	-0.300463994	-0.319364282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
C17orf62_chr17_-_80407049_80407168_80404572_80408575	0.406773198	0.406946095	0.385054287	NaN	0.346646181	0.352370832	0.364211391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RPS15_chr19_+_1439604_1439825_1438891_1440024	-0.31945505	NaN	NaN	0.450210005	NaN	NaN	NaN	0.372607224	0.403798071	NaN	NaN	NaN	NaN	NaN	NaN	-0.39560099	NaN	NaN	-0.314177323	NaN	NaN	NaN	NaN	NaN	0.359534687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
USMG5_chr10_-_105153955_105154151_105152223_105155502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.311465997	NaN	0.322472295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.335954944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.310274373	NaN	NaN	0.300356348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PRR34-AS1_chr22_+_46451478_46451613_46450833_46452726	NaN	NaN	NaN	-0.334248401	NaN	NaN	NaN	NaN	-0.332597096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
QTRT2_chr3_+_113786833_113786910_113785130_113789472	0.36953299	0.382372464	0.341988979	NaN	0.341976844	0.332266708	0.323272396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TIRAP_chr11_+_126159559_126159712_126153048_126160697	NaN	NaN	NaN	0.42673737	NaN	NaN	NaN	NaN	NaN	-0.371769993	NaN	NaN	NaN	0.443418792	-0.30969402	-0.531630083	NaN	-0.52812387	-0.416270513	-0.38835686	NaN	NaN	NaN	-0.407145511	NaN	-0.471463445	NaN	-0.328110818	NaN	NaN	NaN	-0.380457311	NaN	-0.498471854	-0.397225964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.404540786	-0.38241187	NaN	NaN	NaN	NaN	NaN	NaN
NPRL3_chr16_-_174935_175072_169254_188148	-0.340779555	-0.323807236	-0.334289456	0.302108564	NaN	NaN	NaN	NaN	NaN	-0.307555314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.335837504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KIF21A_chr12_-_39711874_39712003_39705355_39713707	NaN	NaN	NaN	-0.334865277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.312191509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
EZH1_chr17_-_40869993_40870085_40865407_40872290	NaN	NaN	NaN	0.434842846	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.344728455	NaN	-0.347159634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SERPINC1_chr1_-_173884155_173884324_173884057_173886356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.562412565	NaN	NaN	NaN	NaN	-0.482381931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.409521364	NaN	NaN	-0.482625335	NaN	NaN	NaN	NaN	-0.459613818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NUP35_chr2_+_184016235_184016377_183998351_184022171	0.304308155	0.32266092	NaN	NaN	0.352710516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CCSER2_chr10_+_86259630_86259715_86237420_86273204	-0.35759617	-0.35563494	-0.322751822	NaN	-0.335950525	NaN	NaN	NaN	NaN	NaN	NaN	0.512288421	0.440877416	NaN	NaN	NaN	NaN	NaN	NaN	0.416147289	NaN	0.405277938	0.429376371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.385333067	NaN	NaN	NaN	NaN	NaN	NaN	0.359211046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ABHD16A_chr6_-_31669850_31669907_31668805_31670926	NaN	NaN	NaN	0.380287572	NaN	NaN	NaN	0.30722597	NaN	NaN	0.314444545	NaN	NaN	NaN	NaN	-0.368535876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZNF761_chr19_+_53948253_53948376_53935281_53950448	NaN	NaN	-0.314293339	0.459807129	NaN	NaN	NaN	NaN	NaN	-0.35574417	NaN	NaN	NaN	NaN	NaN	-0.501284063	NaN	-0.372532649	-0.43415727	NaN	NaN	NaN	NaN	-0.451514479	NaN	-0.409930138	NaN	NaN	NaN	NaN	NaN	-0.348189058	NaN	-0.391641202	-0.370374479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.333612607	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SGSM3_chr22_+_40797596_40797679_40796817_40798142	NaN	NaN	NaN	0.344450083	NaN	NaN	NaN	NaN	0.344170736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAM219B_chr15_-_75197322_75197400_75197053_75197494	-0.414104173	-0.429310799	-0.432174392	NaN	-0.397402487	-0.407866968	-0.311031264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZFYVE21_chr14_+_104196129_104196183_104195519_104198956	0.308472232	0.303913418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.318811712	-0.353775069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.306142106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.303072998	NaN	NaN	NaN	NaN	-0.308786705	NaN	-0.378612518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAM193B_chr5_-_176959156_176959201_176958522_176959443	-0.388450598	-0.399537618	-0.370526482	NaN	-0.456030977	-0.383894124	-0.41491055	NaN	NaN	-0.348434467	NaN	NaN	NaN	NaN	-0.346720654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PRUNE2_chr9_-_79234255_79234303_79229516_79239938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.340910868	NaN	NaN	NaN	-0.306057247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.335867884	NaN	NaN	NaN	NaN	-0.350225582	-0.307245868	NaN	-0.34740949	NaN	NaN	-0.310705061	NaN	NaN	NaN	NaN	-0.314744935	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PTCD3_chr2_+_86346666_86346737_86346167_86348601	NaN	NaN	NaN	-0.308174096	NaN	NaN	NaN	NaN	NaN	NaN	-0.309341051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CSDE1_chr1_-_115284147_115284294_115282511_115300545	-0.560799531	-0.566926125	-0.569426467	NaN	-0.548192844	-0.413908964	-0.360644373	NaN	NaN	NaN	NaN	0.596653567	0.352837358	-0.504790103	-0.320693549	0.317231305	NaN	NaN	NaN	0.34108645	NaN	0.412597928	0.442096872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.335206518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KLC1_chr14_+_104158695_104158762_104153548_104166991	0.403117583	0.405891289	0.401186676	-0.308767335	0.333422593	NaN	NaN	NaN	NaN	NaN	NaN	-0.350618609	-0.347720156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAR2P3_chr2_+_131452809_131452907_131451369_131453914	NaN	NaN	NaN	-0.32363949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.345478986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.320767473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TNK2_chr3_-_195612283_195612414_195611904_195613847	NaN	NaN	NaN	-0.350743378	NaN	NaN	-0.376350668	-0.415160132	-0.308623094	NaN	-0.337708611	NaN	-0.362921812	NaN	-0.31518296	NaN	-0.37695722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.351035043	-0.305861655	NaN	NaN	NaN	NaN	NaN	NaN	-0.316107166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HEMK1_chr3_+_50615256_50615306_50615004_50617274	NaN	NaN	NaN	0.360037133	NaN	NaN	NaN	0.370732583	0.361226374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.328300033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.328367415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TEAD2_chr19_-_49859215_49859227_49858676_49860508	-0.414429547	-0.390622527	-0.406751296	0.385809687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.417240599	NaN	NaN	NaN	0.302361946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SMPDL3A_chr6_+_123116821_123117035_123110603_123117968	0.337026072	0.380221006	0.314437659	NaN	0.378340861	0.326083169	0.338500985	NaN	0.334934165	NaN	0.31834408	-0.303144203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SGCA_chr17_+_48244942_48245097_48244848_48245307	0.326944608	0.331609224	0.334487313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CAPN10_chr2_+_241535350_241535569_241534721_241535735	NaN	NaN	NaN	-0.47508229	NaN	NaN	-0.350425243	-0.42552328	-0.368286676	NaN	-0.372630137	NaN	NaN	NaN	-0.307755132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MRPS28_chr8_-_80915233_80915415_80831383_80942270	-0.316781059	NaN	-0.30208007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CCAR1_chr10_+_70516029_70516240_70515293_70517050	0.326478258	0.331446142	0.319161788	NaN	NaN	0.373260082	NaN	NaN	NaN	0.307893414	0.306392859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HEATR5B_chr2_-_37217790_37217942_37216002_37227728	NaN	NaN	NaN	NaN	0.306567321	NaN	NaN	NaN	0.358650248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SRSF1_chr17_-_56082758_56082961_56082402_56083161	0.30049195	NaN	0.342724023	NaN	NaN	0.375257101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PTBP1_chr19_+_806407_806556_799443_808359	NaN	NaN	-0.310827474	NaN	NaN	NaN	-0.352700249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
